Gene ID	Gene Name	ERR2707370	ERR2707361	ERR2707363	ERR2707367	ERR2707372	ERR2707365	ERR2707366	ERR2707368	ERR2707362	ERR2707369	ERR2707364	ERR2707371
ENSG00000233967		8	5	7	0	14	6	14	1	12	2	16	7
ENSG00000233968		0	0	0	0	0	0	2	0	0	0	0	1
ENSG00000233969		0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000233970		0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000233971	RPS20P10	21	10	12	6	35	1	8	13	17	23	13	25
ENSG00000233973	LINC01360	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000233974		3	10	3	1	0	14	28	0	7	0	14	2
ENSG00000233975	LINC02574	0	1	0	0	0	0	0	0	0	0	0	0
ENSG00000233977		0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000233978	LINC02590	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000233979	RPL22P21	0	0	0	0	0	0	0	0	0	0	2	0
ENSG00000233980	FDPSP2	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000233981		0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000233983		0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000233984	RPSAP14	3	3	2	1	2	0	3	0	2	0	0	2
ENSG00000233985	LINC01681	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000233987		0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000233990		0	0	0	0	0	1	0	1	0	2	0	0
ENSG00000233993	DTD1-AS1	0	0	0	0	2	0	0	0	0	0	1	0
ENSG00000233994	GDI2P2	31	25	18	25	43	1	12	15	20	31	7	26
ENSG00000233995		0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000233996	KDM3AP1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000233997	LINC01425	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000233998	SETP5	0	0	0	0	1	1	0	0	0	0	1	0
ENSG00000233999	IGKV3OR2-268	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000234001		0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000234003	MTATP6P27	0	0	0	0	0	0	0	1	1	0	1	0
ENSG00000234004		0	0	0	0	0	0	1	0	0	1	0	0
ENSG00000234005	GAPDHP22	0	1	1	0	2	2	0	1	0	0	1	0
ENSG00000234006	DDX39B-AS1	0	0	0	1	2	0	0	0	0	3	0	3
ENSG00000234008	PPP1R2P2	2	3	1	5	4	0	1	4	2	5	0	0
ENSG00000234009	RPL5P34	17	29	17	9	31	4	4	21	47	29	13	21
ENSG00000234015	LINC02530	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000234016	GNG10P1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000234017		1	0	0	1	1	1	0	2	2	0	0	1
ENSG00000234019		0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000234020	CHIAP3	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000234021		0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000234022		1	0	0	0	0	0	0	0	0	0	0	0
ENSG00000234025	RBPMS2P1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000234026		0	1	0	0	1	0	0	1	0	0	0	0
ENSG00000234028	EIF2AK3-DT	111	13	12	40	179	11	23	39	18	43	33	136
ENSG00000234030	TMEM97P1	1	0	0	0	0	0	0	0	1	0	0	1
ENSG00000234031	RPS3AP44	1	0	0	1	3	1	1	0	0	1	2	0
ENSG00000234033	RAC1P8	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000234034		0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000234036	TXNP6	10	18	12	0	11	3	14	3	23	6	10	5
ENSG00000234039	NDUFA5P7	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000234040	RPL10P12	0	0	1	1	0	0	1	2	1	2	0	1
ENSG00000234041		0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000234042		0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000234043	NUDT9P1	2	0	1	1	2	0	2	1	1	0	0	2
ENSG00000234044		1	1	2	0	8	0	0	2	5	0	0	1
ENSG00000234048	FAM96AP1	0	0	0	0	0	0	1	0	0	0	0	0
ENSG00000234050		0	0	0	0	1	0	0	0	0	0	1	0
ENSG00000234052	LINC01673	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000234055		0	0	1	0	0	0	0	0	1	0	0	0
ENSG00000234056	LINC00463	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000234059	CASKP1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000234060	EDDM3CP	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000234061		1	0	0	0	0	0	2	2	1	2	4	0
ENSG00000234062		5	15	16	3	16	1	19	7	14	4	13	11
ENSG00000234064	PRAMEF29P	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000234065	MTND4P26	0	1	0	0	0	3	1	0	2	0	5	1
ENSG00000234066	TAS2R62P	0	0	0	0	0	0	0	0	1	0	0	0
ENSG00000234067	RPL5P10	0	0	0	0	0	0	0	0	1	1	1	0
ENSG00000234068	PAGE2	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000234069	GAPDHP53	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000234070	SPATA17-AS1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000234071		0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000234072		62	52	29	62	123	19	38	39	60	64	41	85
ENSG00000234073		0	0	0	0	0	0	0	0	1	0	0	0
ENSG00000234075	RPL35AP	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000234076	TPRG1-AS1	9	2	0	2	7	0	0	1	0	1	0	4
ENSG00000234080		6	14	16	9	18	2	8	10	17	7	5	7
ENSG00000234081	ELOCP10	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000234083		0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000234084		2	4	0	0	2	1	3	4	1	3	3	3
ENSG00000234085		0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000234087		0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000234088	RPS15AP7	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000234089		0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000234091		0	0	0	0	0	0	1	0	0	0	0	0
ENSG00000234093	RPS15AP11	1	0	1	2	2	1	2	1	6	1	1	0
ENSG00000234099	MTND4P11	0	0	0	0	0	1	0	0	0	0	0	0
ENSG00000234102	KRT19P4	0	0	0	0	0	0	1	0	0	0	0	0
ENSG00000234104		0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000234105		0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000234106	SRP14P2	12	6	3	8	19	8	4	11	11	10	11	14
ENSG00000234107	TPT1P1	2	1	0	0	1	0	0	1	0	0	0	0
ENSG00000234108		1	0	0	0	0	0	0	1	0	0	0	0
ENSG00000234109	RPL7P36	2	0	2	1	0	0	0	0	0	2	1	0
ENSG00000234110	TSPY25P	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000234111	LINC02433	2	0	0	0	2	1	0	0	0	1	0	1
ENSG00000234112		0	1	0	1	0	0	0	0	0	0	0	2
ENSG00000234115		23	18	15	18	41	24	35	23	34	26	44	29
ENSG00000234116		0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000234117		0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000234118	RPL13AP6	4	3	5	2	10	1	4	5	10	4	7	4
ENSG00000234119	METAP2P1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000234120		0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000234121	GPM6BP3	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000234122	TRBV22OR9-2	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000234123	RHBDF1P1	2	9	3	1	10	6	8	1	5	1	7	3
ENSG00000234124	CSN1S2AP	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000234125	EEF1GP8	0	2	0	0	0	0	0	1	1	1	0	0
ENSG00000234127	TRIM26	772	1363	878	485	1204	499	1135	447	1739	556	1093	881
ENSG00000234129		20	2	3	12	38	0	0	15	6	18	1	24
ENSG00000234130	AP2B1P1	22	39	27	26	37	4	20	27	62	34	14	44
ENSG00000234131	ELOCP8	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000234132		0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000234134		2	2	2	1	11	0	0	7	0	2	2	4
ENSG00000234135	RPL23AP83	0	1	0	0	0	0	0	0	0	0	0	0
ENSG00000234136		0	0	0	0	1	0	0	0	0	0	1	0
ENSG00000234139		0	0	0	0	0	6	6	0	1	0	7	2
ENSG00000234141		3	1	1	0	6	0	5	1	3	0	7	1
ENSG00000234142	LINC01675	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000234143	UGT1A13P	0	2	1	0	0	0	0	0	2	0	1	0
ENSG00000234144	COX6CP13	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000234145	NAP1L4P3	13	23	12	23	27	1	4	23	29	27	1	19
ENSG00000234146	AKAP8P1	0	0	0	0	0	2	0	0	0	0	0	0
ENSG00000234147		1	53	30	0	0	10	48	0	50	0	54	1
ENSG00000234148	LINC01961	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000234149		0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000234152	ELOBP1	0	0	0	1	1	0	0	0	0	0	0	1
ENSG00000234155	LINC02535	1	22	14	0	0	4	8	2	20	2	6	0
ENSG00000234156		0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000234158	RPEP2	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000234159	RBPMSLP	0	0	0	0	0	0	0	1	1	0	0	0
ENSG00000234160		10	23	25	31	17	4	13	10	48	26	15	8
ENSG00000234161	PABPC5-AS1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000234162		0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000234163	MTND4LP11	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000234166	ARHGEF19-AS1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000234167	ELOBP4	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000234168	LINC01039	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000234169	LINC01868	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000234170	LINC02645	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000234171	RNASEH1-AS1	319	57	44	120	590	14	30	223	70	234	28	429
ENSG00000234172		0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000234173		0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000234174		0	0	0	0	1	2	0	1	0	0	3	0
ENSG00000234175		1	0	0	0	0	0	0	0	2	0	0	0
ENSG00000234176	HSPA8P1	1	4	4	6	5	0	0	8	13	5	2	11
ENSG00000234177	LINC01114	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000234178	DEFA11P	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000234179	MTCYBP1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000234181		2	0	1	0	1	0	0	0	0	0	0	1
ENSG00000234182		0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000234183	LINC01952	0	0	0	1	3	0	1	0	0	1	0	5
ENSG00000234184	LINC01781	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000234185		0	0	0	0	0	1	0	0	1	0	0	0
ENSG00000234186	C16orf82	0	0	0	0	0	0	1	0	0	0	0	0
ENSG00000234187	AIMP1P1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000234189		0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000234190		0	0	0	0	0	0	3	0	0	0	0	0
ENSG00000234191	LINC01283	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000234192	RPS26P38	0	0	1	0	0	0	2	0	0	0	0	0
ENSG00000234193	ACSL3-AS1	1	1	0	2	3	0	2	4	1	0	1	2
ENSG00000234197	ETV5-AS1	0	0	0	6	1	0	0	4	0	6	3	1
ENSG00000234199	LINC01191	0	0	0	0	1	0	0	0	0	0	1	4
ENSG00000234200		0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000234201	BMI1P1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000234202	H3P3	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000234203		0	0	0	0	1	0	0	0	1	0	0	0
ENSG00000234204	PIGPP2	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000234206		1	0	1	0	1	1	2	0	0	0	0	0
ENSG00000234207	LINC01830	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000234208		0	0	0	2	0	0	0	0	0	0	0	1
ENSG00000234210		0	0	0	0	0	0	1	0	0	0	0	0
ENSG00000234211		0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000234213	FHP1	3	4	6	4	9	1	5	1	5	4	5	10
ENSG00000234215	CT66	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000234217	RBPJP7	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000234219	CDCA4P4	0	0	0	0	0	2	5	0	0	0	1	0
ENSG00000234222	LIX1L-AS1	7	2	1	3	7	1	0	1	1	1	2	7
ENSG00000234223		0	0	0	0	1	0	0	0	0	0	0	0
ENSG00000234224	TMEM229A	0	0	0	0	1	0	0	0	0	0	0	1
ENSG00000234225		0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000234226	NDUFS5P2	0	0	0	0	0	0	0	0	0	0	1	0
ENSG00000234227	RPL7L1P1	1	0	0	0	0	0	0	0	0	0	0	0
ENSG00000234228	NCLP2	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000234229		0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000234230	ZFX-AS1	0	0	0	0	1	0	0	0	0	0	0	0
ENSG00000234231	ANAPC1P4	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000234232	PDE4DIPP7	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000234233	KCNH1-IT1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000234234	MTCO2P8	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000234235	BOK-AS1	0	0	0	0	2	0	0	0	0	0	0	0
ENSG00000234238		0	0	0	0	1	0	0	0	0	0	0	0
ENSG00000234239	CFL1P8	0	0	0	0	0	0	1	0	0	0	0	0
ENSG00000234241		4	4	0	4	9	1	0	2	8	3	2	9
ENSG00000234244		0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000234247	DNAJB6P6	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000234248		0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000234253	RPL7P13	1	2	1	1	0	0	1	1	0	2	0	0
ENSG00000234255		1	0	0	1	0	0	0	1	0	0	0	0
ENSG00000234256	PTCD2P2	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000234257	SOD2P1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000234259		0	0	0	0	1	0	0	0	0	0	0	0
ENSG00000234261		0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000234262		0	1	0	0	0	0	2	0	1	0	2	0
ENSG00000234263	MAP3K5-AS1	0	0	0	0	0	0	1	1	1	0	3	0
ENSG00000234264	DEPDC1-AS1	4	9	7	2	3	1	3	5	7	4	2	7
ENSG00000234265	LINC01723	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000234267	TULP3P1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000234268		0	1	0	0	4	0	1	0	1	1	1	1
ENSG00000234269		0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000234270	RPL36P20	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000234271		0	0	0	0	0	0	5	0	0	0	0	0
ENSG00000234272	RPL30P2	2	0	0	0	1	0	0	0	1	0	0	0
ENSG00000234273		0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000234274	COX7BP2	0	0	0	0	0	2	0	0	1	0	0	0
ENSG00000234275		0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000234276	SDR42E1P3	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000234277	LINC01641	0	0	0	0	0	0	0	0	0	0	0	1
ENSG00000234278	PRR20E	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000234279	LINC01937	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000234281	LANCL1-AS1	2	3	2	3	4	3	1	3	1	2	1	0
ENSG00000234282		0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000234283	LINC01731	0	4	1	0	0	0	0	0	4	0	2	0
ENSG00000234284	ZNF879	126	0	0	37	185	0	0	41	0	57	0	129
ENSG00000234285	GAPDHP49	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000234286		0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000234287		1	1	0	0	0	0	1	1	0	0	0	1
ENSG00000234288	OR1AA1P	0	0	0	0	1	0	3	0	0	0	0	0
ENSG00000234289	H2BS1	0	0	0	0	0	1	0	1	1	0	0	0
ENSG00000234290		2	3	7	3	4	4	10	2	7	0	19	8
ENSG00000234292		3	0	2	0	5	0	0	1	2	2	1	3
ENSG00000234293	BACH1-IT3	0	0	0	0	0	0	1	0	0	0	0	0
ENSG00000234296		0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000234297	PSIP1P1	3	2	1	3	2	0	0	0	2	2	0	2
ENSG00000234300	LINC00229	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000234303	CLYBL-AS1	0	0	0	0	0	0	1	0	0	0	0	0
ENSG00000234304	SGO1P2	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000234306		0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000234308	LINC01878	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000234309	SLC25A18P1	0	0	0	0	0	0	1	0	0	0	0	0
ENSG00000234311		3	3	3	1	2	5	4	1	1	0	7	0
ENSG00000234312	SAPCD2P4	0	0	0	0	0	0	0	0	0	0	0	1
ENSG00000234315	OSTCP5	1	0	2	2	0	0	0	0	3	5	0	1
ENSG00000234318		0	1	0	0	3	0	0	0	1	0	0	0
ENSG00000234319	RPS12P2	1	2	1	0	2	0	0	0	2	0	0	0
ENSG00000234322	ST13P18	0	0	0	0	0	0	0	1	1	0	0	1
ENSG00000234323	LINC01505	0	0	0	0	2	0	2	0	0	0	0	1
ENSG00000234324	RPL9P2	1	0	0	2	2	0	0	0	0	0	1	0
ENSG00000234325	MRPS10P2	0	0	0	0	0	0	0	0	0	1	0	0
ENSG00000234327	ZNF232-AS1	87	11	9	27	146	9	2	47	13	45	12	102
ENSG00000234329		2	3	3	3	8	3	8	1	5	1	6	7
ENSG00000234332	BCAS2P2	20	37	20	15	41	6	13	34	39	32	17	18
ENSG00000234333	CYCSP53	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000234335	RPS4XP11	2	3	0	0	0	0	0	2	3	4	0	1
ENSG00000234336	JAZF1-AS1	2	0	0	0	3	0	0	0	0	0	0	1
ENSG00000234337		43	96	57	43	80	18	45	58	104	51	63	62
ENSG00000234338		5	1	0	3	14	1	3	2	1	1	1	6
ENSG00000234340		0	0	0	1	0	0	0	0	0	0	0	0
ENSG00000234345	ELF2P1	0	0	0	0	0	0	0	0	0	0	0	1
ENSG00000234349	GLUD1P9	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000234350		7	0	0	1	15	1	1	0	0	0	0	9
ENSG00000234352		0	0	0	1	3	0	0	1	0	2	0	0
ENSG00000234353		0	1	0	1	0	0	0	2	0	0	0	2
ENSG00000234354	RPS26P47	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000234355	FTH1P27	0	0	0	0	0	0	0	0	0	0	1	0
ENSG00000234356		6	3	2	1	2	1	2	1	4	1	3	5
ENSG00000234358		0	0	1	0	1	0	2	0	0	2	0	0
ENSG00000234359	ELK1P1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000234360		0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000234361		0	0	0	0	0	1	0	0	0	0	0	0
ENSG00000234362	LINC01914	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000234363	PPIAP27	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000234367	PFN1P3	0	0	0	0	0	0	1	0	1	0	0	0
ENSG00000234369	TATDN1P1	2	1	1	2	2	0	0	1	3	2	1	0
ENSG00000234371	RPSAP31	13	18	11	9	26	11	6	9	20	7	11	17
ENSG00000234373	SNX18P7	13	23	13	18	17	3	16	8	23	20	8	12
ENSG00000234376	UBTFL2	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000234377	OBI1-AS1	0	2	0	1	0	0	0	0	1	0	0	0
ENSG00000234378		0	0	0	0	0	2	6	0	0	0	2	0
ENSG00000234379	HMGB1P48	0	0	0	0	0	0	1	0	0	0	0	0
ENSG00000234380	LINC01426	0	0	0	0	5	1	5	2	0	1	0	1
ENSG00000234381	MED15P7	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000234382		6	0	1	0	3	2	0	0	2	0	0	2
ENSG00000234383	CTBP2P8	8	15	9	12	17	2	11	12	14	3	10	16
ENSG00000234384	LINC01049	1	0	0	0	0	0	0	0	0	0	2	0
ENSG00000234385	RCC2P1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000234386	OR7E162P	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000234387		0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000234388	TXNP3	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000234389		1	1	0	0	2	0	1	0	0	1	0	3
ENSG00000234390	USP27X-DT	11	7	7	0	10	1	6	2	11	4	9	6
ENSG00000234391		0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000234393		3	1	1	1	3	2	0	1	6	2	2	1
ENSG00000234394		0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000234396		0	0	0	1	0	0	0	0	0	0	0	0
ENSG00000234397	PPIAP34	4	5	3	2	6	0	1	5	7	0	8	2
ENSG00000234398		0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000234399	RBMY2XP	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000234402	ELK2BP	3	0	2	3	1	0	0	1	2	2	0	1
ENSG00000234404	SPRYD7P1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000234405		3	3	2	0	2	0	0	0	4	0	1	2
ENSG00000234406		0	1	0	0	0	1	0	0	1	0	0	0
ENSG00000234409	CCDC188	4	0	1	7	9	1	2	4	0	0	1	6
ENSG00000234413	MPV17L2P1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000234414	RBMY1A1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000234415	RPL5P7	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000234418		0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000234419	CICP13	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000234420	ZNF37BP	142	98	71	91	230	39	92	94	126	119	70	157
ENSG00000234421	SLC25A5P4	0	0	0	0	0	0	0	0	1	0	0	0
ENSG00000234422	UBE2WP1	0	0	0	0	0	0	1	0	0	0	0	0
ENSG00000234423	LINC01250	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000234424		0	0	0	0	2	0	1	0	0	0	0	1
ENSG00000234425		0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000234426		0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000234427		2	0	0	1	2	0	0	1	0	0	1	0
ENSG00000234428		0	0	0	0	2	0	3	0	0	3	0	1
ENSG00000234429	ANKRD11P1	3	0	1	4	3	0	0	0	2	0	0	2
ENSG00000234431		0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000234432		78	37	30	30	190	6	18	39	40	34	16	139
ENSG00000234435	LINC01432	0	0	0	0	0	0	0	0	0	0	0	1
ENSG00000234436		0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000234438	KBTBD13	0	1	0	0	0	0	1	0	3	0	1	0
ENSG00000234439	KRT18P2	1	1	0	0	1	2	0	1	0	0	1	0
ENSG00000234441		0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000234442		0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000234444	ZNF736	234	117	55	166	374	55	115	137	125	151	107	280
ENSG00000234445	FGF14-AS1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000234446		0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000234448		0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000234450		0	1	0	1	1	0	0	0	1	0	0	1
ENSG00000234451		0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000234452	SLC16A12-AS1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000234455		0	0	0	0	0	0	1	0	0	0	0	0
ENSG00000234456	MAGI2-AS3	2	7	1	0	3	1	4	0	2	1	0	3
ENSG00000234457		0	0	1	1	0	0	0	0	1	0	1	0
ENSG00000234458	OR7E130P	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000234459		2	0	0	0	0	0	0	0	0	0	0	0
ENSG00000234460		0	0	0	0	0	0	0	0	3	0	1	0
ENSG00000234463	COX6CP12	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000234464		0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000234465	PINLYP	1	26	14	2	1	0	5	0	34	0	1	1
ENSG00000234466	HDGFL3P1	1	5	0	0	1	1	0	0	5	2	1	3
ENSG00000234467	SLC25A1P2	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000234469	CLDN34	0	2	0	0	0	0	0	0	0	0	0	0
ENSG00000234471		0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000234473	ZNF101P2	1	0	0	1	0	0	0	0	1	1	1	2
ENSG00000234474	MIR3663HG	0	0	0	0	0	1	0	0	0	0	0	0
ENSG00000234476	LINC02765	16	18	17	23	31	5	22	31	27	43	8	25
ENSG00000234477		0	0	0	2	0	0	1	0	0	0	1	1
ENSG00000234478	ACBD3-AS1	0	1	0	1	0	0	1	1	2	1	0	4
ENSG00000234479	AP1B1P1	0	0	0	0	0	0	0	0	0	0	0	1
ENSG00000234480	MTCO2P18	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000234481		0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000234484		0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000234485	OR7E46P	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000234488	RPL27P6	87	97	75	58	154	16	58	115	137	111	52	106
ENSG00000234489	ALDH7A1P4	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000234491	HNRNPA1P51	0	0	0	0	0	0	0	0	0	0	1	0
ENSG00000234492	RPL34-DT	3	0	0	0	10	0	0	2	0	1	0	4
ENSG00000234493	RHOXF1P1	1	0	0	1	4	0	0	2	0	0	0	3
ENSG00000234494	SP2-AS1	38	42	24	21	65	16	27	20	45	10	36	60
ENSG00000234496	MRPS21P1	0	0	0	1	1	0	0	0	2	0	0	0
ENSG00000234497	ERICH3-AS1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000234498	RPL13AP20	8	9	6	5	23	3	10	11	9	8	9	10
ENSG00000234500		2	1	0	3	7	0	2	2	3	3	5	8
ENSG00000234502	FYTTD1P1	0	0	0	0	0	0	0	0	1	0	1	0
ENSG00000234503		0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000234504		0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000234506	LINC01506	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000234509		0	0	0	0	4	0	3	0	1	0	1	2
